date,temp,precip,wind_speed,wind_dir,state
2024-06-29,30.3,0.0,19.1,256.0,Andhra Pradesh
2024-06-30,29.9,1.2,14.9,239.0,Andhra Pradesh
2024-07-01,30.3,0.0,18.8,251.0,Andhra Pradesh
2024-07-02,30.9,0.0,23.1,263.0,Andhra Pradesh
2024-07-03,31.1,0.3,19.1,255.0,Andhra Pradesh
2024-07-04,31.4,0.0,19.8,267.0,Andhra Pradesh
2024-07-05,30.0,13.0,23.3,254.0,Andhra Pradesh
2024-07-06,28.2,19.7,19.5,231.0,Andhra Pradesh
2024-07-07,27.9,5.8,14.1,255.0,Andhra Pradesh
2024-07-08,29.1,9.0,16.1,269.0,Andhra Pradesh
2024-07-09,27.8,5.7,15.3,233.0,Andhra Pradesh
2024-07-10,30.4,0.3,13.8,250.0,Andhra Pradesh
2024-07-11,30.7,0.6,18.6,274.0,Andhra Pradesh
2024-07-12,30.3,3.5,18.4,267.0,Andhra Pradesh
2024-07-13,27.3,13.4,21.6,252.0,Andhra Pradesh
2024-07-14,26.1,18.3,20.9,249.0,Andhra Pradesh
2024-07-15,26.0,36.2,16.9,252.0,Andhra Pradesh
2024-07-16,27.8,13.9,24.9,253.0,Andhra Pradesh
2024-07-17,28.4,8.8,24.1,260.0,Andhra Pradesh
2024-07-18,27.5,10.7,23.2,263.0,Andhra Pradesh
2024-07-19,25.5,42.7,25.3,263.0,Andhra Pradesh
2024-07-20,25.7,23.3,21.4,255.0,Andhra Pradesh
2024-07-21,26.9,11.5,27.0,245.0,Andhra Pradesh
2024-07-22,28.3,4.0,23.6,253.0,Andhra Pradesh
2024-07-23,27.2,7.4,24.5,256.0,Andhra Pradesh
2024-07-24,26.9,8.2,19.1,253.0,Andhra Pradesh
2024-07-25,27.3,7.0,27.4,260.0,Andhra Pradesh
2024-07-26,28.3,2.2,21.2,265.0,Andhra Pradesh
2024-07-27,27.9,2.1,27.7,262.0,Andhra Pradesh
2024-07-28,29.3,2.4,28.5,263.0,Andhra Pradesh
2024-07-29,29.4,3.5,23.4,251.0,Andhra Pradesh
2024-07-30,29.8,0.0,20.9,264.0,Andhra Pradesh
2024-07-31,29.3,0.2,22.0,260.0,Andhra Pradesh
2024-08-01,28.8,0.5,18.6,255.0,Andhra Pradesh
2024-08-02,29.0,0.0,23.8,258.0,Andhra Pradesh
2024-08-03,29.3,0.2,23.9,257.0,Andhra Pradesh
2024-08-04,30.3,0.2,21.0,264.0,Andhra Pradesh
2024-08-05,30.3,0.0,12.7,263.0,Andhra Pradesh
2024-08-06,28.5,1.3,15.3,266.0,Andhra Pradesh
2024-08-07,26.3,8.4,14.3,258.0,Andhra Pradesh
2024-08-08,27.7,6.9,14.6,261.0,Andhra Pradesh
2024-08-09,28.9,0.8,14.8,277.0,Andhra Pradesh
2024-08-10,29.5,0.7,13.0,254.0,Andhra Pradesh
2024-08-11,29.9,0.0,11.2,296.0,Andhra Pradesh
2024-08-12,29.7,3.2,12.3,243.0,Andhra Pradesh
2024-08-13,29.5,0.5,13.0,187.0,Andhra Pradesh
2024-08-14,30.0,0.1,13.4,149.0,Andhra Pradesh
2024-08-15,29.9,0.4,15.3,149.0,Andhra Pradesh
2024-08-16,29.6,1.3,16.5,146.0,Andhra Pradesh
2024-08-17,29.8,0.4,14.0,157.0,Andhra Pradesh
2024-08-18,30.2,9.9,14.3,136.0,Andhra Pradesh
2024-08-19,29.0,10.2,14.4,11.0,Andhra Pradesh
2024-08-20,30.2,0.0,16.7,123.0,Andhra Pradesh
2024-08-21,30.5,1.3,17.7,144.0,Andhra Pradesh
2024-08-22,29.7,2.2,12.6,251.0,Andhra Pradesh
2024-08-23,30.1,0.0,15.6,222.0,Andhra Pradesh
2024-08-24,28.8,4.2,21.2,240.0,Andhra Pradesh
2024-08-25,29.3,0.3,22.8,249.0,Andhra Pradesh
2024-08-26,30.0,0.0,24.2,255.0,Andhra Pradesh
2024-08-27,30.7,0.2,22.7,266.0,Andhra Pradesh
2024-08-28,29.8,0.5,22.7,262.0,Andhra Pradesh
2024-08-29,29.8,5.3,19.3,282.0,Andhra Pradesh
2024-08-30,25.8,35.1,21.7,273.0,Andhra Pradesh
2024-08-31,24.9,99.9,27.0,273.0,Andhra Pradesh
2024-09-01,26.7,18.1,24.7,266.0,Andhra Pradesh
2024-09-02,26.9,1.8,21.6,245.0,Andhra Pradesh
2024-09-03,28.1,2.4,20.1,253.0,Andhra Pradesh
2024-09-04,27.7,4.5,20.2,265.0,Andhra Pradesh
2024-09-05,27.9,7.6,19.6,270.0,Andhra Pradesh
2024-09-06,28.3,4.9,21.6,280.0,Andhra Pradesh
2024-09-07,27.5,6.8,20.6,282.0,Andhra Pradesh
2024-09-08,26.0,22.3,16.2,269.0,Andhra Pradesh
2024-09-09,26.6,7.0,16.9,260.0,Andhra Pradesh
2024-09-10,28.7,0.0,25.2,258.0,Andhra Pradesh
2024-09-11,28.5,0.0,22.7,259.0,Andhra Pradesh
2024-09-12,28.0,0.0,20.0,266.0,Andhra Pradesh
2024-09-13,28.1,0.0,19.4,268.0,Andhra Pradesh
2024-09-14,28.7,0.0,18.0,281.0,Andhra Pradesh
2024-09-15,29.1,0.0,16.5,276.0,Andhra Pradesh
2024-09-16,28.5,0.6,20.7,290.0,Andhra Pradesh
2024-09-17,28.7,0.0,19.7,289.0,Andhra Pradesh
2024-09-18,28.4,0.8,13.3,263.0,Andhra Pradesh
2024-09-19,29.6,0.0,9.6,300.0,Andhra Pradesh
2024-09-20,28.7,14.9,13.3,283.0,Andhra Pradesh
2024-09-21,27.5,5.7,15.5,327.0,Andhra Pradesh
2024-09-22,27.7,22.9,17.7,316.0,Andhra Pradesh
2024-09-23,27.9,6.5,13.0,308.0,Andhra Pradesh
2024-09-24,26.7,15.2,11.9,273.0,Andhra Pradesh
2024-09-25,27.8,1.5,14.1,241.0,Andhra Pradesh
2024-09-26,28.2,0.4,17.6,218.0,Andhra Pradesh
2024-09-27,28.4,0.3,8.5,199.0,Andhra Pradesh
2024-09-28,28.1,2.4,13.2,170.0,Andhra Pradesh
2024-09-29,28.1,4.5,11.7,162.0,Andhra Pradesh
2024-09-30,28.6,0.0,12.8,154.0,Andhra Pradesh
2024-10-01,28.9,0.0,12.2,156.0,Andhra Pradesh
2024-10-02,30.0,1.3,12.2,263.0,Andhra Pradesh
2024-10-03,29.9,0.5,13.9,297.0,Andhra Pradesh
2024-10-04,30.1,0.0,10.7,311.0,Andhra Pradesh
2024-10-05,29.9,0.7,9.1,328.0,Andhra Pradesh
2024-10-06,29.5,0.1,11.2,68.0,Andhra Pradesh
2024-10-07,28.4,0.9,14.6,93.0,Andhra Pradesh
2024-10-08,27.9,2.2,18.7,93.0,Andhra Pradesh
2024-10-09,27.7,5.7,15.9,110.0,Andhra Pradesh
2024-10-10,26.2,14.0,14.8,92.0,Andhra Pradesh
2024-10-11,26.9,9.8,14.1,113.0,Andhra Pradesh
2024-10-12,27.0,2.3,13.2,117.0,Andhra Pradesh
2024-10-13,27.6,9.8,16.4,108.0,Andhra Pradesh
2024-10-14,25.4,27.0,17.5,58.0,Andhra Pradesh
2024-10-15,25.7,13.2,14.6,68.0,Andhra Pradesh
2024-10-16,25.5,17.6,21.6,52.0,Andhra Pradesh
2024-10-17,27.0,9.1,17.5,84.0,Andhra Pradesh
2024-10-18,26.3,4.3,12.7,89.0,Andhra Pradesh
2024-10-19,25.8,10.6,13.9,75.0,Andhra Pradesh
2024-10-20,26.3,3.3,11.7,62.0,Andhra Pradesh
2024-10-21,25.9,8.4,7.9,58.0,Andhra Pradesh
2024-10-22,26.8,2.3,9.1,343.0,Andhra Pradesh
2024-10-23,27.4,0.0,12.1,329.0,Andhra Pradesh
2024-10-24,27.2,0.0,12.2,312.0,Andhra Pradesh
2024-10-25,27.5,0.0,13.2,303.0,Andhra Pradesh
2024-10-26,27.7,0.0,16.2,323.0,Andhra Pradesh
2024-10-27,27.2,0.0,10.1,305.0,Andhra Pradesh
2024-10-28,27.5,0.1,13.0,189.0,Andhra Pradesh
2024-10-29,27.8,0.0,12.2,146.0,Andhra Pradesh
2024-10-30,27.3,9.8,13.9,55.0,Andhra Pradesh
2024-10-31,27.1,0.3,10.8,127.0,Andhra Pradesh
2024-11-01,27.2,0.3,11.2,99.0,Andhra Pradesh
2024-11-02,27.4,0.1,12.2,96.0,Andhra Pradesh
2024-11-03,27.0,0.6,10.2,91.0,Andhra Pradesh
2024-11-04,27.1,0.0,10.6,81.0,Andhra Pradesh
2024-11-05,27.2,0.0,9.8,35.0,Andhra Pradesh
2024-11-06,27.6,0.0,11.2,34.0,Andhra Pradesh
2024-11-07,27.8,0.0,10.5,48.0,Andhra Pradesh
2024-11-08,27.7,0.2,12.9,58.0,Andhra Pradesh
2024-11-09,27.7,0.7,10.6,54.0,Andhra Pradesh
2024-11-10,27.2,0.1,11.7,36.0,Andhra Pradesh
2024-11-11,28.0,0.0,16.5,21.0,Andhra Pradesh
2024-11-12,25.5,13.7,16.5,60.0,Andhra Pradesh
2024-11-13,25.7,5.3,15.5,81.0,Andhra Pradesh
2024-11-14,25.3,16.9,12.2,82.0,Andhra Pradesh
2024-11-15,25.3,3.3,17.9,81.0,Andhra Pradesh
2024-11-16,26.4,0.8,11.2,74.0,Andhra Pradesh
2024-11-17,25.7,2.0,10.5,69.0,Andhra Pradesh
2024-11-18,24.9,0.2,15.1,71.0,Andhra Pradesh
2024-11-19,24.0,0.0,8.9,80.0,Andhra Pradesh
2024-11-20,23.6,0.0,10.3,96.0,Andhra Pradesh
2024-11-21,23.1,0.0,8.6,147.0,Andhra Pradesh
2024-11-22,23.2,0.0,8.1,325.0,Andhra Pradesh
2024-11-23,23.7,0.0,7.0,276.0,Andhra Pradesh
2024-11-24,24.2,0.0,6.9,6.0,Andhra Pradesh
2024-11-25,24.4,0.0,11.6,12.0,Andhra Pradesh
2024-11-26,25.2,0.0,14.4,31.0,Andhra Pradesh
2024-11-27,24.0,0.0,13.6,17.0,Andhra Pradesh
2024-11-28,24.3,0.0,15.7,1.0,Andhra Pradesh
2024-11-29,24.9,0.3,19.0,14.0,Andhra Pradesh
2024-11-30,24.7,5.2,25.5,20.0,Andhra Pradesh
2024-12-01,25.1,21.3,22.5,47.0,Andhra Pradesh
2024-12-02,24.7,15.7,18.7,80.0,Andhra Pradesh
2024-12-03,25.2,12.7,13.5,94.0,Andhra Pradesh
2024-12-04,25.1,6.2,11.9,72.0,Andhra Pradesh
2024-12-05,24.8,4.6,9.7,85.0,Andhra Pradesh
2024-12-06,25.1,1.2,12.5,110.0,Andhra Pradesh
2024-12-07,26.0,0.0,11.2,160.0,Andhra Pradesh
2024-12-08,25.3,0.0,13.4,165.0,Andhra Pradesh
2024-12-09,25.5,0.3,7.4,140.0,Andhra Pradesh
2024-12-10,25.6,0.1,10.7,30.0,Andhra Pradesh
2024-12-11,25.3,0.0,12.7,33.0,Andhra Pradesh
2024-12-12,24.4,0.0,13.6,39.0,Andhra Pradesh
2024-12-13,24.1,0.0,12.8,70.0,Andhra Pradesh
2024-12-14,23.5,0.0,12.1,64.0,Andhra Pradesh
2024-12-15,22.6,0.0,10.4,25.0,Andhra Pradesh
2024-12-16,21.8,0.0,8.2,28.0,Andhra Pradesh
2024-12-17,23.7,0.0,12.1,9.0,Andhra Pradesh
2024-12-18,25.0,0.0,13.4,22.0,Andhra Pradesh
2024-12-19,24.7,5.6,16.6,35.0,Andhra Pradesh
2024-12-20,25.5,1.3,17.3,29.0,Andhra Pradesh
2024-12-21,25.7,0.4,12.4,47.0,Andhra Pradesh
2024-12-22,24.8,0.0,10.3,97.0,Andhra Pradesh
2024-12-23,25.7,0.0,12.1,67.0,Andhra Pradesh
2024-12-24,23.7,40.2,15.0,45.0,Andhra Pradesh
2024-12-25,23.8,6.1,16.4,49.0,Andhra Pradesh
2024-12-26,23.7,6.6,19.3,67.0,Andhra Pradesh
2024-12-27,23.9,0.0,19.6,97.0,Andhra Pradesh
2024-12-28,23.7,0.1,13.2,104.0,Andhra Pradesh
2024-12-29,23.5,0.0,9.2,62.0,Andhra Pradesh
2024-12-30,23.8,0.0,8.8,99.0,Andhra Pradesh
2024-12-31,24.0,0.0,9.1,91.0,Andhra Pradesh
2025-01-01,23.8,0.0,9.2,58.0,Andhra Pradesh
2025-01-02,23.6,0.2,9.5,30.0,Andhra Pradesh
2025-01-03,22.9,0.5,8.4,149.0,Andhra Pradesh
2025-01-04,22.7,0.1,12.1,179.0,Andhra Pradesh
2025-01-05,22.7,0.0,12.6,163.0,Andhra Pradesh
2025-01-06,22.2,0.0,10.1,155.0,Andhra Pradesh
2025-01-07,22.6,0.0,13.7,208.0,Andhra Pradesh
2025-01-08,23.5,0.0,9.8,299.0,Andhra Pradesh
2025-01-09,23.5,0.6,22.0,102.0,Andhra Pradesh
2025-01-10,23.4,0.0,16.6,105.0,Andhra Pradesh
2025-01-11,23.2,0.0,21.2,109.0,Andhra Pradesh
2025-01-12,23.5,0.0,11.8,112.0,Andhra Pradesh
2025-01-13,24.5,0.0,14.0,101.0,Andhra Pradesh
2025-01-14,24.5,0.1,20.6,105.0,Andhra Pradesh
2025-01-15,24.2,0.1,17.4,108.0,Andhra Pradesh
2025-01-16,24.3,0.1,13.1,107.0,Andhra Pradesh
2025-01-17,24.0,0.0,15.7,91.0,Andhra Pradesh
2025-01-18,23.1,0.0,12.2,69.0,Andhra Pradesh
2025-01-19,23.3,0.0,10.1,48.0,Andhra Pradesh
2025-01-20,23.4,0.0,7.1,49.0,Andhra Pradesh
2025-01-21,22.8,0.0,10.7,191.0,Andhra Pradesh
2025-01-22,23.0,0.0,13.6,144.0,Andhra Pradesh
2025-01-23,23.3,0.1,13.4,129.0,Andhra Pradesh
2025-01-24,22.8,0.0,13.6,141.0,Andhra Pradesh
2025-01-25,22.9,0.0,6.9,204.0,Andhra Pradesh
2025-01-26,24.3,0.0,12.8,172.0,Andhra Pradesh
2025-01-27,24.1,0.0,12.9,182.0,Andhra Pradesh
2025-01-28,24.1,0.0,17.5,170.0,Andhra Pradesh
2025-01-29,24.2,0.0,14.5,159.0,Andhra Pradesh
2025-01-30,24.0,0.0,10.1,171.0,Andhra Pradesh
2025-01-31,25.4,0.0,13.3,182.0,Andhra Pradesh
2025-02-01,25.9,0.0,15.4,165.0,Andhra Pradesh
2025-02-02,24.9,0.0,13.3,172.0,Andhra Pradesh
2025-02-03,25.6,0.0,12.7,174.0,Andhra Pradesh
2025-02-04,26.8,0.0,13.0,173.0,Andhra Pradesh
2025-02-05,26.8,0.0,16.3,171.0,Andhra Pradesh
2025-02-06,26.2,0.0,15.7,158.0,Andhra Pradesh
2025-02-07,26.6,0.0,17.1,173.0,Andhra Pradesh
2025-02-08,27.4,0.0,14.5,160.0,Andhra Pradesh
2025-02-09,26.8,0.0,17.7,144.0,Andhra Pradesh
2025-02-10,26.3,0.0,14.6,156.0,Andhra Pradesh
2025-02-11,25.7,0.0,16.2,168.0,Andhra Pradesh
2025-02-12,26.4,0.0,18.3,171.0,Andhra Pradesh
2025-02-13,27.1,0.0,15.5,176.0,Andhra Pradesh
2025-02-14,27.2,0.0,14.2,219.0,Andhra Pradesh
2025-02-15,27.0,0.0,10.4,257.0,Andhra Pradesh
2025-02-16,26.6,0.0,18.0,172.0,Andhra Pradesh
2025-02-17,26.8,0.0,22.4,167.0,Andhra Pradesh
2025-02-18,27.0,0.0,22.7,165.0,Andhra Pradesh
2025-02-19,27.8,0.0,22.2,162.0,Andhra Pradesh
2025-02-20,27.4,0.0,18.2,153.0,Andhra Pradesh
2025-02-21,27.6,0.1,14.9,156.0,Andhra Pradesh
2025-02-22,27.8,0.0,15.8,162.0,Andhra Pradesh
2025-02-23,28.0,0.0,17.5,95.0,Andhra Pradesh
2025-02-24,27.3,0.0,24.2,125.0,Andhra Pradesh
2025-02-25,27.4,0.0,19.7,135.0,Andhra Pradesh
2025-02-26,27.7,0.0,23.2,107.0,Andhra Pradesh
2025-02-27,27.6,0.2,20.2,114.0,Andhra Pradesh
2025-02-28,27.4,0.0,21.6,130.0,Andhra Pradesh
2025-03-01,27.7,0.0,15.7,141.0,Andhra Pradesh
2025-03-02,28.5,0.0,16.8,163.0,Andhra Pradesh
2025-03-03,29.5,0.0,15.2,172.0,Andhra Pradesh
2025-03-04,30.4,0.0,22.4,133.0,Andhra Pradesh
2025-03-05,30.0,0.0,15.1,346.0,Andhra Pradesh
2025-03-06,28.7,0.0,17.4,354.0,Andhra Pradesh
2025-03-07,28.1,0.0,13.9,74.0,Andhra Pradesh
2025-03-08,28.3,0.0,18.2,168.0,Andhra Pradesh
2025-03-09,27.5,0.0,20.1,133.0,Andhra Pradesh
2025-03-10,27.5,0.1,17.6,117.0,Andhra Pradesh
2025-03-11,27.8,0.0,20.5,127.0,Andhra Pradesh
2025-03-12,29.2,0.0,17.4,162.0,Andhra Pradesh
2025-03-13,30.4,0.0,22.6,165.0,Andhra Pradesh
2025-03-14,30.0,0.0,21.0,150.0,Andhra Pradesh
2025-03-15,29.3,0.0,17.5,153.0,Andhra Pradesh
2025-03-16,29.4,0.0,20.9,157.0,Andhra Pradesh
2025-03-17,29.7,0.0,21.4,155.0,Andhra Pradesh
2025-03-18,29.9,0.0,18.0,151.0,Andhra Pradesh
2025-03-19,29.7,0.0,23.2,146.0,Andhra Pradesh
2025-03-20,29.8,0.0,21.4,149.0,Andhra Pradesh
2025-03-21,29.9,0.0,22.0,154.0,Andhra Pradesh
2025-03-22,29.5,6.0,18.6,148.0,Andhra Pradesh
2025-03-23,29.3,1.9,19.1,139.0,Andhra Pradesh
2025-03-24,29.5,0.1,17.7,150.0,Andhra Pradesh
2025-03-25,29.4,0.0,17.1,153.0,Andhra Pradesh
2025-03-26,29.4,0.0,21.9,164.0,Andhra Pradesh
2025-03-27,30.7,0.0,15.9,181.0,Andhra Pradesh
2025-03-28,31.2,0.0,20.5,160.0,Andhra Pradesh
2025-03-29,31.6,0.0,17.1,158.0,Andhra Pradesh
2025-03-30,30.1,0.0,19.7,149.0,Andhra Pradesh
2025-03-31,28.9,0.0,17.2,143.0,Andhra Pradesh
2025-04-01,28.6,0.0,19.3,135.0,Andhra Pradesh
2025-04-02,29.0,1.2,18.9,142.0,Andhra Pradesh
2025-04-03,27.5,23.2,12.8,146.0,Andhra Pradesh
2025-04-04,28.2,0.9,11.4,144.0,Andhra Pradesh
2025-04-05,29.2,0.9,13.0,153.0,Andhra Pradesh
2025-04-06,29.6,0.0,13.5,183.0,Andhra Pradesh
2025-04-07,29.8,0.0,16.9,148.0,Andhra Pradesh
2025-04-08,29.9,0.0,16.0,130.0,Andhra Pradesh
2025-04-09,29.8,0.0,18.7,125.0,Andhra Pradesh
2025-04-10,30.1,1.4,13.8,206.0,Andhra Pradesh
2025-04-11,30.7,0.0,12.1,205.0,Andhra Pradesh
2025-04-12,31.9,0.0,14.7,260.0,Andhra Pradesh
2025-04-13,30.3,0.2,10.7,103.0,Andhra Pradesh
2025-04-14,30.1,0.0,15.6,161.0,Andhra Pradesh
2025-04-15,30.6,0.0,17.5,151.0,Andhra Pradesh
2025-04-16,30.4,0.0,22.1,162.0,Andhra Pradesh
2025-04-17,28.161813186813188,0.0,10.5,172.87637362637363,Andhra Pradesh
2024-04-18,22.1,11.2,6.1,238.0,Arunachal Pradesh
2024-04-19,20.0,8.4,5.1,275.0,Arunachal Pradesh
2024-04-20,21.7,0.6,5.4,176.0,Arunachal Pradesh
2024-04-21,20.4,1.3,4.3,238.0,Arunachal Pradesh
2024-04-22,21.9,2.8,7.3,245.0,Arunachal Pradesh
2024-04-23,19.9,11.8,5.1,233.0,Arunachal Pradesh
2024-04-24,18.9,7.9,5.2,190.0,Arunachal Pradesh
2024-04-25,21.0,0.0,7.3,293.0,Arunachal Pradesh
2024-04-26,21.3,0.0,4.7,273.0,Arunachal Pradesh
2024-04-27,22.3,0.0,6.5,250.0,Arunachal Pradesh
2024-04-28,21.6,0.3,5.9,229.0,Arunachal Pradesh
2024-04-29,21.2,1.1,8.6,193.0,Arunachal Pradesh
2024-04-30,20.5,0.9,7.2,181.0,Arunachal Pradesh
2024-05-01,19.6,23.6,6.8,305.0,Arunachal Pradesh
2024-05-02,18.0,44.6,6.9,229.0,Arunachal Pradesh
2024-05-03,19.6,0.0,5.1,296.0,Arunachal Pradesh
2024-05-04,21.7,1.0,6.6,304.0,Arunachal Pradesh
2024-05-05,19.7,8.1,7.3,128.0,Arunachal Pradesh
2024-05-06,21.0,1.8,6.7,211.0,Arunachal Pradesh
2024-05-07,21.7,0.1,6.8,314.0,Arunachal Pradesh
2024-05-08,23.2,6.3,6.5,208.0,Arunachal Pradesh
2024-05-09,20.2,17.1,5.8,321.0,Arunachal Pradesh
2024-05-10,21.9,2.8,8.6,200.0,Arunachal Pradesh
2024-05-11,22.2,0.4,6.0,118.0,Arunachal Pradesh
2024-05-12,22.8,0.0,4.8,303.0,Arunachal Pradesh
2024-05-13,23.8,0.0,7.2,285.0,Arunachal Pradesh
2024-05-14,24.5,0.0,6.7,300.0,Arunachal Pradesh
2024-05-15,25.0,2.0,6.1,268.0,Arunachal Pradesh
2024-05-16,24.1,9.1,9.2,298.0,Arunachal Pradesh
2024-05-17,23.5,1.7,5.1,279.0,Arunachal Pradesh
2024-05-18,24.1,0.0,8.9,171.0,Arunachal Pradesh
2024-05-19,24.0,2.0,6.0,107.0,Arunachal Pradesh
2024-05-20,23.7,14.8,8.8,111.0,Arunachal Pradesh
2024-05-21,24.5,0.0,6.4,349.0,Arunachal Pradesh
2024-05-22,25.7,0.0,6.8,77.0,Arunachal Pradesh
2024-05-23,26.7,0.2,6.8,280.0,Arunachal Pradesh
2024-05-24,26.4,0.1,5.4,273.0,Arunachal Pradesh
2024-05-25,27.7,0.0,6.5,273.0,Arunachal Pradesh
2024-05-26,27.2,4.1,6.8,307.0,Arunachal Pradesh
2024-05-27,24.3,12.7,3.8,131.0,Arunachal Pradesh
2024-05-28,23.8,35.0,6.1,103.0,Arunachal Pradesh
2024-05-29,22.8,86.4,7.5,281.0,Arunachal Pradesh
2024-05-30,23.6,10.3,5.2,180.0,Arunachal Pradesh
2024-05-31,24.1,5.2,5.4,234.0,Arunachal Pradesh
2024-06-01,22.5,61.0,6.6,317.0,Arunachal Pradesh
2024-06-02,23.1,9.3,5.2,302.0,Arunachal Pradesh
2024-06-03,22.8,10.8,5.7,273.0,Arunachal Pradesh
2024-06-04,24.2,7.8,5.0,198.0,Arunachal Pradesh
2024-06-05,24.3,0.5,6.9,280.0,Arunachal Pradesh
2024-06-06,26.4,3.9,6.0,236.0,Arunachal Pradesh
2024-06-07,25.3,10.4,6.8,231.0,Arunachal Pradesh
2024-06-08,23.6,14.9,4.7,210.0,Arunachal Pradesh
2024-06-09,24.7,32.5,8.0,186.0,Arunachal Pradesh
2024-06-10,25.5,10.2,5.4,187.0,Arunachal Pradesh
2024-06-11,25.9,1.6,6.3,171.0,Arunachal Pradesh
